,0,1,2,3,4,5,6,7,8
2,-0.034683,-0.015622,-0.005085,-0.0073278,0.00088715,-0.0028451,-0.0071341,-0.072739,-0.0052467
0,0.075148,0.1439,0.11066,0.09117,0.1439,0.038195,-0.05178,0.18252,0.06267
1,0.027061,-0.011765,-0.02729,0.010363,0.03455,0.053777,-0.041551,-0.056545,-0.037733
2,0.013219,-0.13568,-0.034419,-0.022419,-0.1428,-0.044233,-0.10622,-0.033833,-0.089738
0,-0.032947,0.17526,-0.010327,-0.0042947,0.106,0.019166,0.0083576,0.0058067,-0.045039
1,0.063058,0.014944,0.051302,0.053966,0.10067,0.054425,0.053503,0.1096,0.032537
2,-0.034106,-0.023286,0.032793,0.026598,-0.12915,-0.018475,-0.012103,-0.021166,-0.035545
0,-0.048089,-0.14529,-0.12396,-0.11969,-0.15475,-0.096482,-0.16543,-0.10781,-0.11469
1,-0.051038,-0.063303,-0.04978,-0.070796,-0.072946,-0.062346,-0.059559,-0.082602,-0.068768
2,-0.035586,0.01155,0.033718,0.064929,0.05356,0.050176,0.042999,-0.014771,0.023608
0,0.090797,0.051016,0.0094775,0.020388,0.046034,0.017894,0.061257,0.023025,-0.038901
1,0.058203,0.16862,0.11579,0.021626,0.12539,0.026905,0.078135,0.060989,0.048535
2,0.054401,0.021032,-0.0056973,0.0084871,0.0089179,-0.015,-0.017488,-0.063808,-0.028168
0,0.13728,-0.018293,-0.048118,0.0018796,0.10173,0.012896,0.021005,0.13304,0.026379
1,-0.018782,0.0070656,0.030948,0.0464,0.12417,0.0082268,0.0017696,0.11405,0.0008029
2,-0.17822,-0.001084,0.075723,0.14577,0.14315,-0.045769,0.0055462,0.055286,-0.030046
0,0.049233,0.064049,-0.0018729,0.015854,0.016171,0.021717,0.019501,0.090049,-0.026293
1,0.0042288,-0.04784,-0.097684,-0.06532,-0.068308,-0.11979,-0.067332,0.017425,-0.11553
2,-0.09577,-0.053687,0.015882,0.027792,-0.068024,-0.048849,-0.097644,-0.18121,-0.10996
0,-0.033621,-0.11526,0.080591,0.084989,-0.055895,0.059098,-0.025808,-0.014764,-0.051979
1,-0.05014,0.053736,0.094938,0.12385,0.1525,0.073743,0.11441,0.039253,0.063513
2,-0.11886,-0.0031194,0.082072,0.081832,0.0044404,-0.039416,0.021594,-0.16646,-0.070609
0,-0.029445,0.032966,-0.022672,0.0080265,0.1009,-0.03175,-0.051627,0.075321,-0.033199
1,-0.045073,-0.089928,-0.083365,-0.035481,-0.019162,-0.13092,-0.094408,-0.019178,-0.12646
2,-0.033462,-0.12659,-0.042647,-0.045133,-0.11757,0.0098003,-0.086597,-0.035528,-0.056036
0,-0.0093644,-0.11006,-0.12108,-0.058655,-0.055259,-0.064396,-0.13606,-0.13274,-0.10109
1,-0.0786,-0.069337,-0.10686,-0.02944,-0.13882,-0.09145,-0.077796,-0.080343,-0.075034
2,-0.031109,-0.13294,-0.060278,-0.095024,-0.078947,-0.12728,-0.076619,-0.083562,-0.087874
0,0.075161,0.0078237,0.15839,0.031049,-0.073451,0.0446,0.077406,0.20933,-0.049542
1,-0.089292,-0.10059,-0.022868,-0.029044,-0.10516,-0.1076,-0.069875,-0.0073734,-0.11377
2,-0.13839,-0.0036233,0.070303,0.042522,-0.11531,-0.09479,0.035531,0.018906,-0.085602
0,0.092018,0.065264,0.055228,0.12871,0.15012,-0.033386,0.01186,-0.026647,-0.069519
1,-0.078195,-0.077879,0.035425,0.099663,0.025632,-0.089714,0.0064839,-0.027497,-0.092181
2,-0.011123,-0.038692,0.018899,0.050386,-0.097954,-0.1342,-0.13691,-0.0014506,-0.085924
0,0.14791,0.11812,0.1834,0.10924,0.12469,0.035923,0.16072,0.0020446,-0.01905
1,0.12221,0.029554,0.068938,-0.022146,0.084225,-0.069352,-0.01444,0.004641,-0.10298
2,-0.115,-0.070307,0.05899,-0.026712,0.050018,-0.012737,0.011521,-0.0004172,-0.044509
0,0.059764,-0.0083612,0.11037,-0.039836,0.019709,-0.12683,-0.10508,-0.013452,-0.14243
1,-0.011778,-0.060676,0.069638,0.03092,-0.079302,-0.024347,-0.060903,-0.084803,-0.059176
2,0.045715,-0.13185,0.082051,-0.1213,-0.14599,0.030493,-0.08181,-0.11297,-0.0015022
0,-0.12168,0.070416,0.16693,0.20877,0.12081,0.027963,0.13091,-0.11705,-0.00020802
1,0.047335,-0.014371,0.030293,0.061508,0.06172,0.007462,0.032283,0.0014177,-0.072625
2,-0.10352,-0.026851,-0.042156,0.050054,-0.011152,-0.065248,-0.08918,-0.073301,-0.007361
0,0.061742,0.042419,0.10167,0.10581,0.16701,0.026793,0.034489,0.27896,0.009814
1,-0.012198,-0.074562,-0.05936,-0.070366,-0.11417,-0.0089907,-0.052551,-0.011479,-0.13097
2,0.013471,-0.053316,-0.029823,0.015997,-0.092886,-0.0026184,-0.013868,-0.032456,-0.02624
