,0,1,2,3,4,5,6,7,8
0,-1.768,-2.2219,-2.6303,-3.2673,-2.5033,-2.3677,-2.6617,-1.8124,-2.8391
1,-3.6367,-2.5971,-2.8485,-3.5513,-2.6094,-4.1708,-2.4233,-3.2063,-2.7235
2,-1.6273,-1.9665,-2.4524,-3.2002,-1.7962,-2.3593,-2.3726,-1.4185,-2.636
0,-3.6433,-2.8478,-2.2912,-3.6424,-2.2866,-3.152,-2.3488,-2.3944,-2.9274
1,-1.8617,-1.9115,-1.7443,-2.7806,-2.4703,-2.3207,-2.1077,-1.4421,-1.8556
2,-1.7688,-2.362,-2.1732,-3.2471,-2.711,-2.9498,-2.5687,-1.913,-2.6339
0,-3.8062,-2.9523,-4.0471,-3.5019,-2.9584,-3.0345,-4.4749,-3.7478,-3.1076
1,-2.0328,-1.8446,-3.6185,-3.294,-1.9815,-2.2226,-2.2892,-3.1424,-2.824
2,-3.1161,-1.557,-3.4544,-3.5686,-1.8336,-1.386,-3.3153,-2.8694,-1.8742
0,-2.7846,-2.7766,-2.9199,-3.2408,-2.2647,-3.5718,-2.5715,-4.0338,-3.1035
1,-4.117,-2.4733,-2.3191,-2.525,-2.4874,-2.8796,-3.0262,-3.996,-2.5455
2,-3.204,-2.4339,-2.5437,-2.5559,-1.9118,-2.2111,-1.789,-1.3571,-2.0663
0,-2.9037,-2.6846,-3.9882,-3.1469,-3.0142,-3.4687,-2.7135,-4.1694,-2.9535
1,-3.5291,-2.7046,-2.2547,-2.3795,-2.8018,-3.3246,-2.3934,-2.6083,-2.9257
2,-3.2634,-1.7106,-2.4566,-1.9783,-1.7512,-2.9696,-1.6343,-1.8835,-2.8616
0,-4.5953,-2.5112,-2.1667,-2.7999,-1.9317,-3.2755,-2.2607,-3.6517,-3.2537
1,-2.7223,-2.4915,-3.6379,-3.1342,-3.1923,-3.9192,-3.2097,-3.7953,-3.29
2,-5.5629,-2.3484,-3.4276,-3.6601,-2.9882,-3.9347,-4.3831,-1.4679,-3.2025
0,-3.5327,-2.7139,-3.7547,-3.8196,-2.6502,-3.4813,-3.4271,-2.5677,-3.6712
1,-3.9674,-2.2758,-3.6227,-3.0147,-2.5818,-3.5265,-3.5692,-2.2138,-3.415
2,-2.5834,-1.6753,-3.0137,-3.622,-2.3501,-3.2682,-3.4254,-1.9777,-2.8345
